EMPLOYER_NORM,TICKER,EXCHANGE,LISTED_NAME,MATCH_TYPE,MATCH_SCORE,TOTAL_PETITIONS
CSS PAYROLL CO LP,,,,not_found,0.0,194
"ACCUITY, INC.",,,,not_found,0.0,194
OCCIDENTAL PETROLEUM CORPORATION,OXY,NYSE,Occidental Petroleum Corporatio,search,100.0,194
UNIVERSITY OF NEW HAMPSHIRE,nan,nan,nan,not_traded,0.0,194
"AVEVA SOFTWARE, LLC",,,,not_found,0.0,194
"ZF ACTIVE SAFETY AND ELECTRONICS US, LLC",,,,not_found,0.0,194
"THOUGHTSPOT, INC.",,,,not_found,0.0,194
PULSE NETWORK LLC,,,,not_found,0.0,194
"PIVOTAL SOFTWARE, INC.",,,,not_found,0.0,194
KETTERING MEDICAL CENTER,,,,not_found,0.0,194
INDUS USA INC,,,,not_found,0.0,194
G3 SOFT INC,,,,not_found,0.0,194
ESHOCAN LLC,,,,not_found,0.0,194
"DIGITAL INTELLIGENCE SYSTEMS, LLC (DISYS)",,,,not_found,0.0,194
DARLINGTON COUNTY SCHOOL DISTRICT,,,,not_found,0.0,194
"MACROSOFT, INC.",MSFT,NASDAQ,Microsoft Corporation,listing,88.0,193
"DISCOVER PRODUCTS, INC.",DFS,nan,nan,manual,100.0,193
"SPECIALIST RESOURCES GLOBAL, INC.",GWRS,NASDAQ,"Global Water Resources, Inc.",listing,84.0,193
"SOLUTIONSOFT, INC.",,,,not_found,0.0,193
UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,,,,not_found,0.0,193
"PROWESYS, INC.",,,,not_found,0.0,193
PRISTEN IT SYSTEMS INC,,,,not_found,0.0,193
"PINTEGRA, LLC",,,,not_found,0.0,193
PENTANGLE TECH SERVICES LLC,,,,not_found,0.0,193
"MCAFEE, LLC",,,,not_found,0.0,193
VINTECH SOLUTIONS INC.,KMRK,NASDAQ,K-Tech Solutions Company Limite,listing,84.0,193
"BLACKROCK CORPORATION US, INC.",BLK,NYSE,"BlackRock, Inc.",manual,100.0,192
"SMBC CAPITAL MARKETS, INC.",,,,not_found,0.0,192
ALLEN INSTITUTE,,,,not_found,0.0,192
"AVIDXCHANGE, INC.",,,,not_found,0.0,192
RXADVANCE CORPORATION,,,,not_found,0.0,192
SIMONS FOUNDATION,,,,not_found,0.0,192
TRENDSET IT INC.,,,,not_found,0.0,192
USTRING SOLUTIONS LLC,,,,not_found,0.0,192
"WABTEC US RAIL, INC.",,,,not_found,0.0,192
TEKASSEMBLY CORPORATION,,,,not_found,0.0,191
PATTON LABS INC.,,,,not_found,0.0,191
ASCENDUM SOLUTIONS LLC,,,,not_found,0.0,191
COLORADO SEMINARY,,,,not_found,0.0,191
IBLESOFT INC,,,,not_found,0.0,191
"MEDITERRANEAN SHIPPING COMPANY (USA), INC.",,,,not_found,0.0,191
MULTICARE HEALTH SYSTEM,,,,not_found,0.0,191
"RALLY HEALTH, INC.",,,,not_found,0.0,191
"RUCKUS WIRELESS, INC.",,,,not_found,0.0,191
CHS INC.,CHSCL,NASDAQ,CHS Inc,listing,100.0,191
"FRONTIER TECHNOLOGIES, LLC",ROP,NASDAQ,"Roper Technologies, Inc.",listing,87.0,191
NAM TECHNOLOGIES INC.,BYRN,NASDAQ,"Byrna Technologies, Inc.",listing,88.0,191
PVK CORPORATION,,,,not_found,0.0,191
"DANFOSS, LLC",,,,not_found,0.0,190
SELECT REHABILITATION LLC,,,,not_found,0.0,190
RISAMSOFT INC.,,,,not_found,0.0,190
"OSI DIGITAL, INC.",,,,not_found,0.0,190
"JAMES R. GLIDEWELL DENTAL CERAMICS, INC.",,,,not_found,0.0,190
THE REINALT-THOMAS CORPORATION,,,,not_found,0.0,190
"IT KEYSOURCE, INC.",,,,not_found,0.0,190
"FEDEX FREIGHT, INC.",,,,not_found,0.0,190
DIGITAL MANAGEMENT LLC,,,,not_found,0.0,190
WILLIAM BEAUMONT HOSPITAL,,,,not_found,0.0,190
SYNAPSE TECH SERVICES INC.,,,,not_found,0.0,190
HIKMA PHARMACEUTICALS USA INC.,LBRX,NASDAQ,LB Pharmaceuticals Inc,listing,90.0,190
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,nan,nan,nan,not_traded,0.0,190
PARKER HANNIFIN CORPORATION,PH,NYSE,Parker-Hannifin Corporation,search,100.0,190
STIAOS TECHNOLOGIES INC,SIGA,NASDAQ,SIGA Technologies Inc.,listing,88.0,190
"SVAM INTERNATIONAL, INC.",MFI,NASDAQ,mF International Limited,listing,89.0,190
TEKORG INC,nan,nan,nan,not_traded,0.0,190
"CREDIT KARMA, INC.",,,,not_found,0.0,189
RELIANT VISION GROUP INC.,,,,not_found,0.0,189
"ALLIED BUSINESS CONSULTING, INC.",,,,not_found,0.0,189
SAPOT SYSTEMS INC,,,,not_found,0.0,189
"OSS, INC.",KOSS,NASDAQ,Koss Corporation,listing,85.0,189
UNIVERSITY OF MASSACHUSETTS AMHERST,nan,nan,nan,not_traded,0.0,189
"DOTS TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,189
ORIONTEK INC.,,,,not_found,0.0,188
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP.,,,,not_found,0.0,188
"AVANT SYSTEMS, INC.",,,,not_found,0.0,188
"DETROIT ENGINEERED PRODUCTS, INC.",,,,not_found,0.0,188
DFS SERVICES LLC,,,,not_found,0.0,188
INFINITY TECH GROUP INC.,,,,not_found,0.0,188
UNIVERSITY OF MINNESOTA PHYSICIANS,nan,nan,nan,not_traded,0.0,188
TECHNOLOGY HUB INC,MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,188
MH SUB I LLC,,,,not_found,0.0,187
"FEI.COM, INC.",,,,not_found,0.0,187
"E2 CONSULTING ENGINEERS, INC.",,,,not_found,0.0,187
APPS SOLUTIONS INC,,,,not_found,0.0,187
"APOGEE MEDICAL GROUP, NEW YORK, PC",,,,not_found,0.0,187
"ACLAT, INC.",,,,not_found,0.0,187
PROVIDENCE HEALTH & SERVICES - WASHINGTON,,,,not_found,0.0,187
SAINT FRANCIS HEALTH SYSTEM,,,,not_found,0.0,187
TECHNOSQUARE INC,XYZ,NYSE,"Block, Inc.",manual,100.0,187
"TECHPILLARS, INC.",,,,not_found,0.0,187
UNICON PHARMA INC.,,,,not_found,0.0,187
"SOFTWARE GUIDANCE & ASSISTANCE, INC.",,,,not_found,0.0,187
MARSHALL UNIVERSITY,,,,not_found,0.0,187
3K TECHNOLOGIES LLC,ACLS,NASDAQ,"Axcelis Technologies, Inc.",listing,88.0,187
"VERIDIC SOLUTIONS, LLC",nan,nan,nan,not_traded,0.0,187
UNIVERSITY OF CHICAGO MEDICAL CENTER,nan,nan,nan,not_traded,0.0,187
MINDQUEST TECHNOLOGY  SOLUTIONS LLC,MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,187
"JAZZ PHARMACEUTICALS, INC.",JAZZ,NASDAQ,Jazz Pharmaceuticals plc,listing,100.0,187
INFODAT INTERNATIONAL INC.,MFI,NASDAQ,mF International Limited,listing,89.0,187
"DATAFORMIX TECHNOLOGIES,INC",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,187
BLEND LABS INC.,BLND,NYSE,"Blend Labs, Inc.",search,100.0,187
ACI WORLDWIDE CORP.,ACIW,NASDAQ,"ACI Worldwide, Inc.",listing,100.0,187
MERIT AMERICAN TECHNOLOGIES INC,ALAR,NASDAQ,Alarum Technologies Ltd.,listing,87.0,186
KGATE TECHNOLOGIES INC,TATT,NASDAQ,TAT Technologies Ltd.,listing,88.0,186
"NAVISTAR, INC.",,,,not_found,0.0,186
"DEVFI, INC.",,,,not_found,0.0,186
FORD MOTOR CREDIT COMPANY LLC,,,,not_found,0.0,186
MIAMI UNIVERSITY,,,,not_found,0.0,186
ZENSOFT LLC,,,,not_found,0.0,186
"VLINK, INC.",,,,not_found,0.0,186
"VITECH SYSTEMS GROUP, SUB LLC",,,,not_found,0.0,186
TIFFANY & CO.,,,,not_found,0.0,186
TEK SPIKES LLC,,,,not_found,0.0,186
TALEND INC.,,,,not_found,0.0,186
MCGRAW HILL LLC,MH,NYSE,"McGraw Hill, Inc.",search,100.0,186
"PRO IT, INC.",,,,not_found,0.0,186
SOLWARE IT TECHNOLOGIES LLC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,186
WATERS TECHNOLOGIES CORPORATION,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,186
OMA4 LLC,,,,not_found,0.0,186
GOODWIN PROCTER LLP,,,,not_found,0.0,185
TENDER TOUCH REHAB SERVICES LLC,,,,not_found,0.0,185
TECKPROS LLC,,,,not_found,0.0,185
"SIGNATURE IT SOLUTIONS, INC.",,,,not_found,0.0,185
"REDEEMSOFT, LLC",,,,not_found,0.0,185
"ILLUMIO, INC.",,,,not_found,0.0,185
"HRB PROFESSIONAL RESOURCES, LLC",,,,not_found,0.0,185
MARCUM LLP,,,,not_found,0.0,185
"DATSON360, LLC",,,,not_found,0.0,185
CONOCOPHILLIPS COMPANY,,,,not_found,0.0,185
"ADVANTIS GLOBAL, INC.",,,,not_found,0.0,185
HS TECHNOLOGIES LLC,LIFE,NASDAQ,Ethos Technologies Inc.,listing,90.0,185
CHILDREN'S HOSPITAL LOS ANGELES,nan,nan,nan,not_traded,0.0,185
AMERICAN TOWER CORPORATION,AMT,NYSE,American Tower Corporation (REI,search,100.0,185
9LOGIC TECHNOLOGIES INC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,185
CROSSCOUNTRY CONSULTING LLC,,,,not_found,0.0,184
DASSAULT SYSTEMES AMERICAS CORP,,,,not_found,0.0,184
EMERGTECH BUSINESS SOLUTIONS INC,,,,not_found,0.0,184
HIRE IT PEOPLE INC,,,,not_found,0.0,184
"HITACHI RAIL STS USA, INC.",,,,not_found,0.0,184
INVITAE CORPORATION,,,,not_found,0.0,184
"LIBERTY MUTUAL GROUP, INC.",,,,not_found,0.0,184
MACIAS GINI & O'CONNELL LLP,,,,not_found,0.0,184
"MAXIMA CONSULTING, INC.",,,,not_found,0.0,184
"NK TECHNOLABS, LLC",,,,not_found,0.0,184
SUN CLOUD LLC,,,,not_found,0.0,184
"WORLEY GROUP, INC.",,,,not_found,0.0,184
"FERMI FORWARD DISCOVERY GROUP, LLC",FRMI,NASDAQ,Fermi Inc.,listing,100.0,184
"GENENTECH USA, INC.",nan,nan,nan,not_traded,0.0,184
"ULTA, INC.",ULTA,NASDAQ,"Ulta Beauty, Inc.",listing,100.0,184
STELLAR IT SOLUTIONS LLC,,,,not_found,0.0,184
"ENTMATRIX, INC.",,,,not_found,0.0,183
GENZYME CORPORATION,,,,not_found,0.0,183
"LEIDOS BIOMEDICAL RESEARCH, INC.",GHRS,NASDAQ,GH Research PLC,listing,84.0,183
"ELSEVIER, INC.",,,,not_found,0.0,183
CHELSOFT SOLUTIONS CO.,,,,not_found,0.0,183
84.51 LLC,,,,not_found,0.0,183
CDM SMITH INC.,,,,not_found,0.0,183
COMPASS LEXECON LLC,,,,not_found,0.0,183
"MILLIMAN, INC.",,,,not_found,0.0,182
GUIDEHOUSE DIGITAL LLC,,,,not_found,0.0,182
"ELEVATE CREDIT SERVICE, LLC",,,,not_found,0.0,182
CSXTECH INC.,,,,not_found,0.0,182
"NORTHSTAR GROUP, INC",,,,not_found,0.0,182
PRIME CONSULTING LLC,,,,not_found,0.0,182
SIGMA-ALDRICH CORPORATION,,,,not_found,0.0,182
SSM HEALTH CARE GROUP,,,,not_found,0.0,182
VANTAGEERP LLC,,,,not_found,0.0,182
XEBIA USA INC.,,,,not_found,0.0,182
ZENITH INFOTEK LLC,,,,not_found,0.0,182
NEW YORK SOCIETY FOR RELIEF OF RUPTURED & CRIPPLED,,,,not_found,0.0,182
"COLSH CONSULTANTS, LLC.",,,,not_found,0.0,182
ALEGENT CREIGHTON CLINIC,,,,not_found,0.0,182
FUSION GLOBAL SOLUTIONS LLC,CLMB,NASDAQ,"Climb Global Solutions, Inc.",listing,84.0,182
GREEN DOT CORPORATION,GDOT,NYSE,Green Dot Corporation,search,100.0,182
"SMART SOURCE TECHNOLOGIES, INC",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,182
"STITCH FIX, INC.",SFIX,NASDAQ,"Stitch Fix, Inc.",listing,100.0,182
"LUTRON ELECTRONICS CO., INC.",,,,not_found,0.0,181
"BRIDGE GROUP, LLC",,,,not_found,0.0,181
HEXAWARE TECHNOLOGIES INC.,nan,nan,nan,not_traded,0.0,181
INTERNATIONAL QUALITY HOMECARE CORPORATION,MFI,NASDAQ,mF International Limited,listing,89.0,181
"UNIVERSITY OF NEVADA, RENO",nan,nan,nan,not_traded,0.0,181
"MIDLAND CREDIT MANAGEMENT, INC",,,,not_found,0.0,181
"PARAM CONSULTING SERVICES, INC",,,,not_found,0.0,181
"SWIFT BEEF COMPANY, A JBS USA SUBSIDIARY",,,,not_found,0.0,181
SYMPHONY CORPORATION,,,,not_found,0.0,181
TECHALPHA LLC,,,,not_found,0.0,181
"TECHNUMEN, INC.",,,,not_found,0.0,181
"CORGAN ASSOCIATES, INC.",,,,not_found,0.0,181
"FLATIRON HEALTH, INC.",,,,not_found,0.0,180
"LOGIC LOOPS, LLC",,,,not_found,0.0,180
"QUANTUMSCAPE BATTERY, INC.",QS,NASDAQ,QuantumScape Corporation,listing,100.0,180
TRIESTEN TECHNOLOGIES LLC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,180
"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",nan,nan,nan,not_traded,0.0,180
"ERP GLOBAL, INC.",,,,not_found,0.0,180
MARQUETTE UNIVERSITY,,,,not_found,0.0,180
"LOGISTIC SOLUTIONS, INC.",,,,not_found,0.0,180
"NC HEALTH AFFILIATES, LLC",,,,not_found,0.0,180
"KMK CONSULTING, INC.",,,,not_found,0.0,180
HMH HOSPITALS CORPORATION,,,,not_found,0.0,180
"BROSE NORTH AMERICA, INC.",,,,not_found,0.0,180
COMPUTEK SOLUTIONS INC.,,,,not_found,0.0,180
HARMAN CONNECTED SERVICES INC,,,,not_found,0.0,180
ELC MANAGEMENT LLC,,,,not_found,0.0,180
"COMPUTER AID, INC.",,,,not_found,0.0,180
ERPMARK INC,,,,not_found,0.0,179
"GALLUP, INC.",,,,not_found,0.0,179
"GDN INFOTECH, INC.",,,,not_found,0.0,179
GENIUS MINDS LLC,,,,not_found,0.0,179
"HASHICORP, INC.",,,,not_found,0.0,179
OSO VENTURES INC,,,,not_found,0.0,179
QWEST CORPORATION,,,,not_found,0.0,179
THE HOME FOR LITTLE WANDERERS,,,,not_found,0.0,179
"KLAVIYO, INC.",KVYO,NYSE,"Klaviyo, Inc. Series A",search,100.0,179
STOWERS INSTITUTE FOR MEDICAL RESEARCH,GHRS,NASDAQ,GH Research PLC,listing,84.0,179
"LUMINAR TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,179
LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,,,,not_found,0.0,178
BAYER U.S LLC,,,,not_found,0.0,178
DATASERV INC,,,,not_found,0.0,178
GRANT THORNTON ADVISORS LLC,,,,not_found,0.0,178
INDU LLC,,,,not_found,0.0,178
"INTERPRO, INC.",,,,not_found,0.0,178
MERCY CLINIC SPRINGFIELD COMMUNITIES,,,,not_found,0.0,178
LORHAN CORPORATION INC.,,,,not_found,0.0,178
"MODEL N, INC",,,,not_found,0.0,178
PILOT TRAVEL CENTERS LLC,,,,not_found,0.0,178
SOUTHERN ILLINOIS MEDICAL SERVICES,,,,not_found,0.0,178
"UKTHA GLOBAL, INC.",,,,not_found,0.0,178
WAKE FOREST UNIVERSITY,,,,not_found,0.0,178
AMERICOLD LOGISTICS LLC,,,,not_found,0.0,178
"XYLO CONSULTING, LLC.",,,,not_found,0.0,178
FORGE TECHNOLOGIES INC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,178
"HEALTHSTREAM, INC.",HSTM,NASDAQ,"HealthStream, Inc.",listing,100.0,178
"INTELLISOFT TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,178
LASAI TECHNOLOGIES LLC,AKAM,NASDAQ,"Akamai Technologies, Inc.",listing,86.0,178
"LONDON STOCK EXCHANGE GROUP HOLDINGS, INC.",SUGP,NASDAQ,SU Group Holdings Limited,listing,90.0,178
MONTANA STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,178
THE CURATORS OF THE UNIVERSITY OF MISSOURI/MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,nan,nan,nan,not_traded,0.0,178
UNIVERSITY OF RHODE ISLAND,nan,nan,nan,not_traded,0.0,178
"VITESCO TECHNOLOGIES USA, LLC",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,178
SOFT PARCH LLC,,,,not_found,0.0,177
PACE COMPUTER SOLUTIONS INC,,,,not_found,0.0,177
"XMOTORS.AI, INC.",,,,not_found,0.0,177
VERTRAUS INC,,,,not_found,0.0,177
"TRIANZ CONSULTING, INC.",,,,not_found,0.0,177
THOMAS JEFFERSON UNIVERSITY HOSPITAL,,,,not_found,0.0,177
TECHIE BRAINS INCORPORATED,,,,not_found,0.0,177
CLOUD DATA SYSTEMS INC,,,,not_found,0.0,177
"COMPUSOFT INTEGRATED SOLUTIONS, INC",,,,not_found,0.0,177
DWBI SERVICES INC,,,,not_found,0.0,177
SPIRIT AIRLINES,,,,not_found,0.0,177
INVENCES INC,,,,not_found,0.0,177
"ALCON VISION, LLC",,,,not_found,0.0,177
MENTOR GRAPHICS CORPORATION,,,,not_found,0.0,177
IOASIZ INC,,,,not_found,0.0,177
"FRIENDLY CONSULTANTS, INC.",,,,not_found,0.0,177
"UDEMY, INC.",UDMY,NASDAQ,"Udemy, Inc.",listing,100.0,177
NOVARTIS SERVICES INC.,NVS,NYSE,Novartis AG,search,84.21052631578948,177
LORVENK TECHNOLOGIES LLC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,177
FTI LLC,FCN,NYSE,"FTI Consulting, Inc.",search,100.0,177
DOTERRA INTERNATIONAL LLC,MFI,NASDAQ,mF International Limited,listing,89.0,177
"ACADIA TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,177
"UNIVERSITY COMMUNITY HOSPITAL, INC.",,,,not_found,0.0,176
ACI INFOTECH INC,,,,not_found,0.0,176
TEKACCEL INC,,,,not_found,0.0,176
"SIMEIO SOLUTIONS, LLC",,,,not_found,0.0,176
MOBILE PROGRAMMING LLC,,,,not_found,0.0,176
"HKS, INC.",,,,not_found,0.0,176
"DANLAW, INC.",,,,not_found,0.0,176
CREATIVE TEAM LLC,,,,not_found,0.0,176
"ARES OPERATIONS, LLC",,,,not_found,0.0,176
"EDTHEORY, LLC",,,,not_found,0.0,176
"OBJECT TECHNOLOGY SOLUTIONS, INC.",MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,176
SVS TECHNOLOGIES LIMITED,CPSH,NASDAQ,CPS Technologies Corp.,listing,87.0,176
"TERADYNE, INC.",TER,NASDAQ,"Teradyne, Inc.",listing,100.0,176
BYTEWARE INC,,,,not_found,0.0,175
APPSBOAT INC,,,,not_found,0.0,175
"OM PARTNERS USA, INC.",,,,not_found,0.0,175
GLOBAL PAYMENT HOLDING COMPANY,,,,not_found,0.0,175
DISCOVER BANK,,,,not_found,0.0,175
CELER SYSTEMS INC,,,,not_found,0.0,175
"TURNER SERVICES, INC.",,,,not_found,0.0,175
"QENTELLI, LLC",,,,not_found,0.0,175
10BITS LLC,,,,not_found,0.0,175
ROWAN UNIVERSITY,,,,not_found,0.0,175
"RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.",GHRS,NASDAQ,GH Research PLC,listing,84.0,175
"RANG TECHNOLOGIES, INC.",WRAP,NASDAQ,"Wrap Technologies, Inc.",listing,88.0,175
MASSACHUSETTS EYE AND EAR INFIRMARY,,,,not_found,0.0,174
"MARKETING ASSOCIATES, LLC DBA ONEMAGNIFY",,,,not_found,0.0,174
NAM INFO INC.,,,,not_found,0.0,174
RIVOS INC.,,,,not_found,0.0,174
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,,not_found,0.0,174
ORIGIN HUBS INC,,,,not_found,0.0,174
"VENSOFT, INC.",,,,not_found,0.0,174
DARTMOUTH COLLEGE,,,,not_found,0.0,174
"GUY CARPENTER & COMPANY, LLC",,,,not_found,0.0,174
"SENSATA TECHNOLOGIES, INC.",LSAK,NASDAQ,"Lesaka Technologies, Inc.",listing,87.0,174
CYBER INFOTECH LLC,,,,not_found,0.0,174
"COHESITY, INC",,,,not_found,0.0,174
CLOUD REVOLUTE INC,,,,not_found,0.0,174
ADALITEK GROUP LLC,,,,not_found,0.0,174
EXELON BUSINESS SERVICES COMPANY LLC,EXC,NASDAQ,Exelon Corporation,listing,100.0,174
"RELEVANTZ TECHNOLOGY SERVICES, INC.",MAPS,NASDAQ,"WM Technology, Inc.",listing,86.0,174
CPC TECHNOLOGIES LLC,CPSH,NASDAQ,CPS Technologies Corp.,listing,93.0,174
"APPALACHIAN REGIONAL HEALTHCARE, INC.",,,,not_found,0.0,173
AMISEQ INC,,,,not_found,0.0,173
"CHARTER GLOBAL, INC.",,,,not_found,0.0,173
APPTAD INC.,,,,not_found,0.0,173
XYLO CONSULTING LLC,,,,not_found,0.0,173
"SLIQ INFORMATION TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,173
PAYCHEX NORTH AMERICA INC.,PAYX,NASDAQ,"Paychex, Inc.",listing,100.0,173
PACIFIC GAS AND ELECTRIC COMPANY,PCG-PC,NYSE MKT,Pacific Gas & Electric Co. 5% 1,search,90.9090909090909,173
"KOHL'S, INC.",KSS,NYSE,Kohl's Corporation,search,100.0,173
"FORMFACTOR, INC.",FORM,NASDAQ,"FormFactor, Inc.",listing,100.0,173
AVERY DENNISON CORPORATION,AVY,NYSE,Avery Dennison Corporation,search,100.0,173
APTIVA CORP,APTV,NYSE,Aptiv PLC,manual,100.0,173
APPFOLIO INC.,APPF,NASDAQ,"AppFolio, Inc.",listing,100.0,173
"CLAIRVOYANT, LLC",,,,not_found,0.0,173
"STMICROELECTRONICS,INC",STM,NYSE,STMicroelectronics N.V.,search,100.0,173
CONGENSYS CORP.,,,,not_found,0.0,173
"EVIDEN USA, INC.",,,,not_found,0.0,173
ISOFTECH INC,,,,not_found,0.0,173
"MOSS & ASSOCIATES, LLC",,,,not_found,0.0,173
NEW YORK INDEPENDENT SYSTEM OPERATOR,,,,not_found,0.0,173
"S&P GLOBAL MARKET INTELLIGENCE, INC.",SPGI,NYSE,S&P Global Inc.,manual,100.0,173
TRIBIS INC,,,,not_found,0.0,173
"WORLDQUANT, LLC",,,,not_found,0.0,173
"XENONINFOTEK, INC.",,,,not_found,0.0,173
"CASTLIGHT HEALTH, INC.",,,,not_found,0.0,172
MAXIMUS INC.,MMS,NYSE,"Maximus, Inc.",search,100.0,172
AROHA TECHNOLOGIES INC,ARRY,NASDAQ,"Array Technologies, Inc.",listing,88.0,172
"EDIFY TECHNOLOGIES, INC.",BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,172
FIRST NATIONAL BANK OF OMAHA,BFC,NASDAQ,Bank First Corporation,listing,100.0,172
"STUBHUB, INC.",STUB,NYSE,"StubHub Holdings, Inc.",search,100.0,172
CLOUD SOFT INC.,,,,not_found,0.0,172
"APOLLO MANAGEMENT HOLDINGS, L.P.",NODK,NASDAQ,"NI Holdings, Inc.",listing,84.0,172
VORIZO INFO TECH INC,,,,not_found,0.0,172
TEXAS A&M HEALTH SCIENCE CENTER,,,,not_found,0.0,172
RSA TECH GROUP LLC,,,,not_found,0.0,172
"OBJECTS ON NET, INC",,,,not_found,0.0,172
M&R CONSULTANTS CORPORATION,,,,not_found,0.0,172
INTEGRATION DEVELOPER NETWORK LLC,,,,not_found,0.0,172
XTRACIT INC,,,,not_found,0.0,172
ALLAGI TECHNOLOGIES INC,BTQ,NASDAQ,BTQ Technologies Corp.,listing,85.0,171
AMERICAN INSTITUTES FOR RESEARCH,GHRS,NASDAQ,GH Research PLC,listing,84.0,171
ILLINOIS STATE UNIVERSITY,nan,nan,nan,not_traded,0.0,171
MERCURY SYSTEMS INC.,MRCY,NASDAQ,Mercury Systems Inc,listing,100.0,171
"MORGAN STANLEY SERVICES GROUP, INC",MS,NYSE,Morgan Stanley,search,100.0,171
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",,,,not_found,0.0,171
VISUAL CONCEPTS ENTERTAINMENT,,,,not_found,0.0,171
SRIVEN SYSTEMS INC,,,,not_found,0.0,171
SCHONFELD STRATEGIC ADVISORS LLC,,,,not_found,0.0,171
PRIAMBA SOFT LLC,,,,not_found,0.0,171
"NEW ENGLAND CENTER FOR CHILDREN, INC.",,,,not_found,0.0,171
"HORKUS SOLUTIONS, INC",,,,not_found,0.0,171
DEVOIR SOFTWARE SOLUTIONS LLC,,,,not_found,0.0,171
CW PROFESSIONAL SERVICES LLC,,,,not_found,0.0,171
"BILL OPERATIONS, LLC",,,,not_found,0.0,171
BERKSHIRE GREY INC.,,,,not_found,0.0,171
BRUHAT TECHNOLOGIES INC.,BYRN,NASDAQ,"Byrna Technologies, Inc.",listing,86.0,170
DOLLAR GENERAL CORPORATION,DG,NYSE,Dollar General Corporation,search,100.0,170
"KAAR TECHNOLOGIES, INC.",AKAM,NASDAQ,"Akamai Technologies, Inc.",listing,88.0,170
LSI CORPORATION,LYTS,NASDAQ,LSI Industries Inc.,listing,100.0,170
STERIS CORPORATION,STE,NYSE,STERIS plc (Ireland),search,100.0,170
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,nan,nan,nan,not_traded,0.0,170
CHICAGO PUBLIC SCHOOLS,,,,not_found,0.0,170
ATKINS NORTH AMERICA INC.,,,,not_found,0.0,170
TEKVANA INC,,,,not_found,0.0,170
SIDLEY AUSTIN (US) LLP,,,,not_found,0.0,170
SEA MAR COMMUNITY HEALTH CENTERS,,,,not_found,0.0,170
MIZUHO AMERICAS SERVICES LLC,,,,not_found,0.0,170
CGG SERVICES (U.S.) INC.,,,,not_found,0.0,170
"ALLEGIS GROUP, INC.",,,,not_found,0.0,170
AMBARELLA CORP.,AMBA,NASDAQ,"Ambarella, Inc.",listing,100.0,169
"VIDANT MEDICAL GROUP, LLC",,,,not_found,0.0,169
"TNP SYSTEMS, LLC",,,,not_found,0.0,169
TANA SYSTEMS INC,,,,not_found,0.0,169
RGB SYSTEMS,,,,not_found,0.0,169
"NABORS CORPORATE SERVICES, INC.",,,,not_found,0.0,169
"KRONSYS, INC.",,,,not_found,0.0,169
HOWARD UNIVERSITY,,,,not_found,0.0,169
TRIAD MATH AND SCIENCE ACADEMY CO.,,,,not_found,0.0,169
NEUTRON HOLDINGS INC.,NODK,NASDAQ,"NI Holdings, Inc.",listing,84.0,169
RIGAS TECHNOLOGIES INC.,SIGA,NASDAQ,SIGA Technologies Inc.,listing,91.0,169
"NATIONAL HOSPITALIST SERVICES, PC",,,,not_found,0.0,168
WW INTERNATIONAL INC.,WW,NASDAQ,"WW International, Inc.",listing,100.0,168
"GANNETT FLEMING, INC.",,,,not_found,0.0,168
EBS-MINDS IT INC,,,,not_found,0.0,168
"CIPHERQORE SOLUTIONS, INC.",,,,not_found,0.0,168
"BOSTON HIGASHI SCHOOL, INC.",,,,not_found,0.0,168
LANCESOFT INC.,,,,not_found,0.0,168
SYDATA INC.,,,,not_found,0.0,168
"HDR ARCHITECTURE, INC.",,,,not_found,0.0,168
